id,year,ID,state,state name,oil vol (bbl),gas vol (tcf),price oil (pb),price gas (pkcf),un prov res,sqmiles,avg pi,res per pi,increase,res per sq m,Population (000),pi,non min pi (thousands),min earn (thousands),res rev,non res rev,inc tax rev,tot exp,exp per pop,tot edu exp,savings,resrevpi,nonresrevpi,inc tax pi,totexppi,edu exp pi,savings pi,resrevpi2,nonresrevpi2,inc tax rev pi 2,tot exp pi 2,tot edu exp pi 2,savings pi 2
SC1957,1957,41-2,41,SC,0,0.768169416,#N/A,#N/A,#N/A,30941.68,45659,#N/A,0,#N/A,"2,274.00",2909,#N/A,#N/A,"3,547.00","272,823.00","33,799.00","267,239.00",117.52,"107,996.00","9,131.00",0.0012,0.0938,0.0116,0.0919,0.0371,0.0031,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SD1957,1957,42-2,42,SD,1.851783897,2.308430942,#N/A,#N/A,#N/A,77116.22,9727,#N/A,1,#N/A,666,1127,#N/A,#N/A,"5,682.00","84,210.00",188,"92,405.00",138.75,"19,153.00","-2,513.00",0.005,0.0747,0.0002,0.082,0.017,-0.0022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TN1957,1957,43-2,43,TN,0.028679416,6.190773463,#N/A,#N/A,#N/A,42142.36,69544,#N/A,0,#N/A,"3,434.00",5045,#N/A,#N/A,"3,728.00","396,859.00","24,069.00","367,189.00",106.93,"114,516.00","33,398.00",0.0007,0.0787,0.0048,0.0728,0.0227,0.0066,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TX1957,1957,44-2,44,TX,2.934997748,218.0011834,#N/A,#N/A,#N/A,264778.77,264658,#N/A,1,#N/A,"9,070.00",16801,#N/A,#N/A,"276,879.00","800,483.00",0,"965,651.00",106.47,"372,169.00","111,711.00",0.0165,0.0476,0,0.0575,0.0222,0.0066,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
UT1957,1957,45-2,45,UT,1.044889529,22.45665591,#N/A,#N/A,#N/A,84898.13,24497,#N/A,0,#N/A,826,1537,#N/A,#N/A,"6,048.00","138,090.00","18,305.00","127,953.00",154.91,"44,267.00","16,185.00",0.0039,0.0898,0.0119,0.0832,0.0288,0.0105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VA1957,1957,47-2,47,VA,0.003475731,5.541559594,#N/A,#N/A,#N/A,39995.61,104455,#N/A,0,#N/A,"3,844.00",6642,#N/A,#N/A,"8,073.00","539,769.00","133,501.00","501,071.00",130.35,"112,225.00","46,771.00",0.0012,0.0813,0.0201,0.0754,0.0169,0.007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VT1957,1957,46-2,46,VT,0,0.002958913,#N/A,#N/A,#N/A,9614.43,7935,#N/A,0,#N/A,376,641,#N/A,#N/A,"1,353.00","63,305.00","11,415.00","66,850.00",177.79,"13,210.00","-2,192.00",0.0021,0.0988,0.0178,0.1043,0.0206,-0.0034,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WA1957,1957,48-2,48,WA,0.004679132,2.557056071,#N/A,#N/A,#N/A,67620.68,83877,#N/A,0,#N/A,"2,724.00",6146,#N/A,#N/A,"11,851.00","628,113.00",0,"624,769.00",229.36,"179,040.00","15,195.00",0.0019,0.1022,0,0.1017,0.0291,0.0025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WI1957,1957,50-2,50,WI,0.230204396,2.624349402,#N/A,#N/A,#N/A,56103.98,74211,#N/A,0,#N/A,"3,791.00",7780,#N/A,#N/A,"7,395.00","515,333.00","165,902.00","475,635.00",125.46,"91,611.00","47,093.00",0.001,0.0662,0.0213,0.0611,0.0118,0.0061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WV1957,1957,49-2,49,WV,0.006533298,8.93232499,#N/A,#N/A,#N/A,24229.88,20937,#N/A,0,#N/A,"1,843.00",2927,#N/A,#N/A,"3,180.00","279,505.00",0,"267,594.00",145.19,"82,767.00","15,091.00",0.0011,0.0955,0,0.0914,0.0283,0.0052,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WY1957,1957,51-2,51,WY,0.717686052,84.95068229,#N/A,#N/A,#N/A,97813.89,7359,#N/A,1,#N/A,314,670,#N/A,#N/A,"7,927.00","75,458.00",0,"76,347.00",243.14,"20,443.00","7,038.00",0.0118,0.1126,0,0.114,0.0305,0.0105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK1958,1958,2-Feb,2,AK,#N/A,#N/A,17.9350173,0.715017301,#N/A,581369.17,9776,#N/A,0,#N/A,224,559,"548,978.00","10,022.00","2,684.00","43,568.00","8,923.00","48,579.00",216.87,"21,104.00","-2,327.00",0.0048,0.0779,0.016,0.0869,0.0378,-0.0042,0.0049,0.0794,0.0163,0.0885,0.0384,-0.0042
AL1958,1958,2-Jan,1,AL,0.238838267,29.12893078,17.9350173,0.715017301,25.11125792,51649.05,51730,0.000485,0,0.00048619,"3,163.00",4595,"4,525,619.00","69,381.00","5,986.00","441,215.00","29,086.00","458,222.00",144.87,"135,164.00","-11,021.00",0.0013,0.096,0.0063,0.0997,0.0294,-0.0024,0.0013,0.0975,0.0064,0.1013,0.0299,-0.0024
AR1958,1958,2-Apr,4,AR,0.206604485,39.71688484,17.9350173,0.715017301,32.10371481,53178.77,29190,0.0011,1,0.000603694,"1,726.00",2251,"2,215,660.00","35,340.00","9,689.00","225,596.00","16,343.00","236,733.00",137.16,"71,325.00","-1,448.00",0.0043,0.1002,0.0073,0.1052,0.0317,-0.0006,0.0044,0.1018,0.0074,0.1068,0.0322,-0.0007
AZ1958,1958,2-Mar,3,AZ,0.095178147,0.35512544,17.9350173,0.715017301,1.960942539,113997.77,58999,0.000033,1,1.72E-05,"1,193.00",2257,"2,158,645.00","98,355.00","3,964.00","211,845.00","11,894.00","206,013.00",172.68,"56,987.00","9,796.00",0.0018,0.0939,0.0053,0.0913,0.0252,0.0043,0.0018,0.0981,0.0055,0.0954,0.0264,0.0045
CA1958,1958,2-May,5,CA,2.535059622,6.305284246,17.9350173,0.715017301,49.97472551,158144.83,512203,0.000098,0,0.000316006,"14,880.00",38644,"38,404,850.00","239,150.00","95,061.00","2,870,166.00","321,266.00","3,080,804.00",207.04,"987,709.00","-115,577.00",0.0025,0.0743,0.0083,0.0797,0.0256,-0.003,0.0025,0.0747,0.0084,0.0802,0.0257,-0.003
CO1958,1958,2-Jun,6,CO,0.430213233,47.48585388,17.9350173,0.715017301,41.66908885,104093.95,61663,0.000676,0,0.000400303,"1,667.00",3578,"3,480,590.00","97,410.00","10,157.00","301,729.00","35,553.00","310,445.00",186.23,"80,121.00","1,441.00",0.0028,0.0843,0.0099,0.0868,0.0224,0.0004,0.0029,0.0867,0.0102,0.0892,0.023,0.0004
CT1958,1958,2-Jul,7,CT,0,0.000664595,17.9350173,0.715017301,0.000475197,4962.77,66947,0,1,9.58E-08,"2,446.00",6401,"6,394,200.00","6,800.00","8,919.00","335,528.00","30,481.00","574,331.00",234.8,"78,020.00","-229,884.00",0.0014,0.0524,0.0048,0.0897,0.0122,-0.0359,0.0014,0.0525,0.0048,0.0898,0.0122,-0.036
DE1958,1958,2-Aug,8,DE,0,0,17.9350173,0.715017301,0,1975.78,11589,0,1,0,433,1157,"1,156,501.00",499,"1,787.00","83,609.00","21,286.00","124,438.00",287.39,"53,800.00","-39,042.00",0.0015,0.0723,0.0184,0.1076,0.0465,-0.0337,0.0015,0.0723,0.0184,0.1076,0.0465,-0.0338
FL1958,1958,2-Oct,10,FL,0.361773636,8.548886872,17.9350173,0.715017301,12.60101845,56695.03,210394,0.00006,1,0.00022226,"4,630.00",8711,"8,668,173.00","42,827.00","8,829.00","612,950.00",0,"641,168.00",138.48,"227,058.00","-19,389.00",0.001,0.0704,0,0.0736,0.0261,-0.0022,0.001,0.0707,0,0.074,0.0262,-0.0022
GA1958,1958,2-Nov,11,GA,0.000915037,2.240841564,17.9350173,0.715017301,1.618651696,58808.69,101118,0.000016,0,2.75E-05,"3,804.00",5973,"5,947,947.00","25,053.00","8,870.00","497,714.00","48,187.00","515,791.00",135.59,"181,163.00","-9,207.00",0.0015,0.0833,0.0081,0.0864,0.0303,-0.0015,0.0015,0.0837,0.0081,0.0867,0.0305,-0.0015
HI1958,1958,2-Dec,12,HI,#N/A,#N/A,17.9350173,0.715017301,#N/A,6429.38,17927,#N/A,0,#N/A,605,1167,"1,166,320.00",680,"4,837.00","138,350.00","24,098.00","142,688.00",235.85,"44,633.00",499,0.0041,0.1186,0.0206,0.1223,0.0382,0.0004,0.0041,0.1186,0.0207,0.1223,0.0383,0.0004
IA1958,1958,16-2,16,IA,0.003706627,0.096372294,17.9350173,0.715017301,0.135386272,56272.82,39972,0.000003,1,2.41E-06,"2,708.00",5394,"5,373,232.00","20,768.00","3,998.00","429,891.00","32,426.00","430,477.00",158.96,"91,288.00","3,412.00",0.0007,0.0797,0.006,0.0798,0.0169,0.0006,0.0007,0.08,0.006,0.0801,0.017,0.0006
ID1958,1958,13-2,13,ID,0.11606146,0.368373484,17.9350173,0.715017301,2.344957708,83570.14,14712,0.000159,1,2.81E-05,646,1166,"1,142,087.00","23,913.00","4,216.00","104,513.00","15,212.00","115,345.00",178.55,"24,518.00","-6,616.00",0.0036,0.0896,0.013,0.0989,0.021,-0.0057,0.0037,0.0915,0.0133,0.101,0.0215,-0.0058
IL1958,1958,14-2,14,IL,0.108799921,2.409141115,17.9350173,0.715017301,3.673906049,56341.77,195356,0.000019,0,6.52E-05,"9,886.00",24589,"24,370,454.00","218,546.00","14,503.00","1,096,783.00",0,"1,318,062.00",133.33,"240,695.00","-206,776.00",0.0006,0.0446,0,0.0536,0.0098,-0.0084,0.0006,0.045,0,0.0541,0.0099,-0.0085
IN1958,1958,15-2,15,IN,0.078307949,1.157872406,17.9350173,0.715017301,2.23235322,36183.72,79904,0.000028,1,6.17E-05,"4,583.00",9198,"9,136,975.00","61,025.00","6,778.00","551,030.00",0,"584,407.00",127.52,"208,423.00","-26,599.00",0.0007,0.0599,0,0.0635,0.0227,-0.0029,0.0007,0.0603,0,0.064,0.0228,-0.0029
KS1958,1958,17-2,17,KS,0.426503298,11.18250528,17.9350173,0.715017301,15.64502878,82277.97,37067,0.000422,1,0.000190148,"2,142.00",4453,"4,339,545.00","113,455.00","6,104.00","267,730.00","20,553.00","295,173.00",137.8,"72,241.00","-21,339.00",0.0014,0.0601,0.0046,0.0663,0.0162,-0.0048,0.0014,0.0617,0.0047,0.068,0.0166,-0.0049
KY1958,1958,18-2,18,KY,0.030251886,4.769580232,17.9350173,0.715017301,3.952900475,40409.65,47041,0.000084,1,9.78E-05,"2,961.00",4531,"4,338,116.00","192,884.00","5,116.00","336,833.00","65,565.00","361,556.00",122.11,"93,872.00","-19,607.00",0.0011,0.0743,0.0145,0.0798,0.0207,-0.0043,0.0012,0.0776,0.0151,0.0833,0.0216,-0.0045
LA1958,1958,19-2,19,LA,0.459191611,40.80654176,17.9350173,0.715017301,37.41299285,46776.06,53553,0.000699,0,0.000799832,"3,155.00",5146,"4,834,092.00","311,908.00","155,137.00","491,725.00","29,184.00","716,681.00",227.16,"213,808.00","-69,819.00",0.0301,0.0956,0.0057,0.1393,0.0415,-0.0136,0.0321,0.1017,0.006,0.1483,0.0442,-0.0144
MA1958,1958,22-2,22,MA,0,0.000665715,17.9350173,0.715017301,0.000475998,8103.95,110865,0,0,5.87E-08,"5,010.00",11565,"11,556,104.00","8,896.00","4,484.00","686,925.00","139,702.00","834,123.00",166.49,"85,821.00","-142,714.00",0.0004,0.0594,0.0121,0.0721,0.0074,-0.0123,0.0004,0.0594,0.0121,0.0722,0.0074,-0.0123
MD1958,1958,21-2,21,MD,0.000418835,0.72493373,17.9350173,0.715017301,0.525851977,9899.54,87156,0.000006,1,5.31E-05,"2,982.00",6581,"6,565,670.00","15,330.00","7,097.00","377,471.00","71,856.00","463,222.00",155.34,"93,209.00","-78,654.00",0.0011,0.0574,0.0109,0.0704,0.0142,-0.012,0.0011,0.0575,0.0109,0.0706,0.0142,-0.012
ME1958,1958,20-2,20,ME,0,0,17.9350173,0.715017301,0,32489.12,16347,0,1,0,944,1679,"1,677,866.00","1,134.00","2,654.00","156,239.00",0,"163,125.00",172.8,"23,519.00","-4,232.00",0.0016,0.0931,0,0.0972,0.014,-0.0025,0.0016,0.0931,0,0.0972,0.014,-0.0025
MI1958,1958,23-2,23,MI,0.415027316,4.785279721,17.9350173,0.715017301,10.86507989,58128.82,140139,0.000078,0,0.000186914,"7,667.00",17198,"17,104,032.00","93,968.00","15,102.00","1,405,988.00",0,"1,674,608.00",218.42,"498,921.00","-253,518.00",0.0009,0.0818,0,0.0974,0.029,-0.0147,0.0009,0.0822,0,0.0979,0.0292,-0.0148
MN1958,1958,24-2,24,MN,0.028953992,0.243213532,17.9350173,0.715017301,0.69319223,84376.21,73190,0.000009,1,8.22E-06,"3,313.00",6650,"6,542,227.00","107,773.00","55,835.00","466,377.00","99,110.00","535,040.00",161.5,"183,037.00","-12,828.00",0.0084,0.0701,0.0149,0.0805,0.0275,-0.0019,0.0085,0.0713,0.0151,0.0818,0.028,-0.002
MO1958,1958,26-2,26,MO,0.024463253,0.611396924,17.9350173,0.715017301,0.875908247,69702.89,74990,0.000012,1,1.26E-05,"4,186.00",8684,"8,635,720.00","48,280.00","6,108.00","511,384.00","41,031.00","520,836.00",124.42,"126,003.00","-3,344.00",0.0007,0.0589,0.0047,0.06,0.0145,-0.0004,0.0007,0.0592,0.0048,0.0603,0.0146,-0.0004
MS1958,1958,25-2,25,MS,0.33496284,33.90408534,17.9350173,0.715017301,30.24957194,47675.31,29216,0.001035,0,0.000634491,"2,086.00",2393,"2,358,539.00","34,461.00","13,647.00","263,496.00","18,683.00","278,283.00",133.41,"89,999.00","-1,140.00",0.0057,0.1101,0.0078,0.1163,0.0376,-0.0005,0.0058,0.1117,0.0079,0.118,0.0382,-0.0005
MT1958,1958,27-2,27,MT,2.442936563,22.42950468,17.9350173,0.715017301,59.85159342,147042.71,10814,0.005535,0,0.000407035,666,1377,"1,322,845.00","54,155.00","10,035.00","125,275.00","11,658.00","139,975.00",210.17,"32,069.00","-4,665.00",0.0073,0.091,0.0085,0.1017,0.0233,-0.0034,0.0076,0.0947,0.0088,0.1058,0.0242,-0.0035
NC1958,1958,34-2,34,NC,0,1.292201516,17.9350173,0.715017301,0.92394644,49339.57,99087,0.000009,0,1.87E-05,"4,376.00",6549,"6,535,591.00","13,409.00","10,373.00","568,904.00","100,683.00","592,649.00",135.43,"231,658.00","-13,372.00",0.0016,0.0869,0.0154,0.0905,0.0354,-0.002,0.0016,0.087,0.0154,0.0907,0.0354,-0.002
ND1958,1958,35-2,35,ND,3.881533345,4.392934312,17.9350173,0.715017301,72.75639173,70700.02,8471,0.008588,0,0.001029086,606,1156,"1,140,098.00","15,902.00","9,092.00","116,902.00","5,014.00","130,807.00",215.85,"25,232.00","-4,813.00",0.0079,0.1011,0.0043,0.1132,0.0218,-0.0042,0.008,0.1025,0.0044,0.1147,0.0221,-0.0042
NE1958,1958,28-2,28,NE,0.160779746,0.931552758,17.9350173,0.715017301,3.549663862,77353.01,23772,0.000149,1,4.59E-05,"1,383.00",2855,"2,839,676.00","15,324.00","6,192.00","147,678.00",0,"151,361.00",109.44,"30,313.00","2,509.00",0.0022,0.0517,0,0.053,0.0106,0.0009,0.0022,0.052,0,0.0533,0.0107,0.0009
NH1958,1958,30-2,30,NH,0,0,17.9350173,0.715017301,0,9266.56,18352,0,1,0,581,1164,"1,162,765.00","1,235.00",983,"95,948.00","1,571.00","108,090.00",186.04,"13,573.00","-11,159.00",0.0008,0.0824,0.0013,0.0929,0.0117,-0.0096,0.0008,0.0825,0.0014,0.093,0.0117,-0.0096
NJ1958,1958,31-2,31,NJ,0,0.002346065,17.9350173,0.715017301,0.001677477,7553.07,150585,0,1,2.22E-07,"5,890.00",14384,"14,356,828.00","27,172.00","10,233.00","627,358.00",0,"670,986.00",113.92,"127,080.00","-33,395.00",0.0007,0.0436,0,0.0466,0.0088,-0.0023,0.0007,0.0437,0,0.0467,0.0089,-0.0023
NM1958,1958,32-2,32,NM,0.369951053,48.54193411,17.9350173,0.715017301,41.34340125,121588.62,19869,0.002081,0,0.000340027,886,1627,"1,504,158.00","122,842.00","41,052.00","181,949.00","5,888.00","202,735.00",228.82,"83,096.00","20,266.00",0.0252,0.1118,0.0036,0.1246,0.0511,0.0125,0.0273,0.121,0.0039,0.1348,0.0552,0.0135
NV1958,1958,29-2,29,NV,0.983968242,1.247726361,17.9350173,0.715017301,18.53963339,110561.37,25995,0.000713,0,0.000167686,269,705,"684,322.00","20,678.00",998,"77,285.00",0,"73,742.00",274.13,"15,397.00","4,541.00",0.0014,0.1096,0,0.1046,0.0218,0.0064,0.0015,0.1129,0,0.1078,0.0225,0.0066
NY1958,1958,33-2,33,NY,0.008341911,11.40777589,17.9350173,0.715017301,8.306369452,48578.82,325089,0.000026,0,0.000170987,"16,601.00",42869,"42,791,810.00","77,190.00","31,276.00","2,526,440.00","771,852.00","2,731,685.00",164.55,"660,656.00","-173,969.00",0.0007,0.0589,0.018,0.0637,0.0154,-0.0041,0.0007,0.059,0.018,0.0638,0.0154,-0.0041
OH1958,1958,36-2,36,OH,0.028486069,9.629084426,17.9350173,0.715017301,7.395860093,41256.24,159856,0.000046,1,0.000179266,"9,599.00",20847,"20,723,248.00","123,752.00","14,174.00","1,463,747.00",0,"1,623,373.00",169.12,"249,103.00","-145,452.00",0.0007,0.0702,0,0.0779,0.0119,-0.007,0.0007,0.0706,0,0.0783,0.012,-0.007
OK1958,1958,37-2,37,OK,0.531002624,30.2623191,17.9350173,0.715017301,31.16162297,69900.14,42287,0.000737,0,0.000445802,"2,267.00",4072,"3,753,274.00","318,726.00","44,496.00","383,946.00","24,338.00","432,667.00",190.85,"115,432.00","-4,225.00",0.0109,0.0943,0.006,0.1063,0.0283,-0.001,0.0119,0.1023,0.0065,0.1153,0.0308,-0.0011
OR1958,1958,38-2,38,OR,0.022062439,1.994210966,17.9350173,0.715017301,1.821585572,97076.81,44398,0.000041,1,1.88E-05,"1,718.00",3595,"3,585,924.00","9,076.00","11,746.00","374,909.00","105,473.00","398,483.00",231.95,"92,763.00","-11,828.00",0.0033,0.1043,0.0293,0.1108,0.0258,-0.0033,0.0033,0.1046,0.0294,0.1111,0.0259,-0.0033
PA1958,1958,39-2,39,PA,0.010969377,15.00057548,17.9350173,0.715017301,10.92240695,45292.96,181870,0.00006,1,0.00024115,"11,058.00",23868,"23,430,368.00","437,632.00","18,117.00","1,661,562.00","137,952.00","1,799,675.00",162.75,"400,351.00","-119,996.00",0.0008,0.0696,0.0058,0.0754,0.0168,-0.005,0.0008,0.0709,0.0059,0.0768,0.0171,-0.0051
RI1958,1958,40-2,40,RI,0,0,17.9350173,0.715017301,0,1086.87,15381,0,1,0,858,1794,"1,793,169.00",831,923,"136,142.00","7,260.00","158,834.00",185.12,"24,159.00","-21,769.00",0.0005,0.0759,0.004,0.0885,0.0135,-0.0121,0.0005,0.0759,0.004,0.0886,0.0135,-0.0121
SC1958,1958,41-2,41,SC,0,0.768169416,17.9350173,0.715017301,0.549254423,30941.68,45659,0.000012,1,1.78E-05,"2,304.00",3013,"3,006,639.00","6,361.00","4,133.00","284,048.00","32,894.00","289,828.00",125.79,"106,584.00","-1,647.00",0.0014,0.0943,0.0109,0.0962,0.0354,-0.0005,0.0014,0.0945,0.0109,0.0964,0.0354,-0.0005
SD1958,1958,42-2,42,SD,1.851783897,2.308430942,17.9350173,0.715017301,34.8623443,77116.22,9727,0.003584,0,0.000452075,656,1156,"1,142,857.00","13,143.00","5,670.00","91,238.00",249,"96,417.00",146.98,"22,284.00",491,0.0049,0.0789,0.0002,0.0834,0.0193,0.0004,0.005,0.0798,0.0002,0.0844,0.0195,0.0004
TN1958,1958,43-2,43,TN,0.028679416,6.190773463,17.9350173,0.715017301,4.940875964,42142.36,69544,0.000071,1,0.000117243,"3,471.00",5271,"5,235,378.00","35,622.00","4,333.00","408,098.00","23,908.00","423,499.00",122.01,"126,890.00","-11,068.00",0.0008,0.0774,0.0045,0.0803,0.0241,-0.0021,0.0008,0.078,0.0046,0.0809,0.0242,-0.0021
TX1958,1958,44-2,44,TX,2.934997748,218.0011834,17.9350173,0.715017301,208.5138531,264778.77,264658,0.000788,0,0.000787502,"9,252.00",17339,"16,351,053.00","987,947.00","250,610.00","897,760.00",0,"1,132,741.00",122.43,"420,795.00","15,629.00",0.0145,0.0518,0,0.0653,0.0243,0.0009,0.0153,0.0549,0,0.0693,0.0257,0.001
UT1958,1958,45-2,45,UT,1.044889529,22.45665591,17.9350173,0.715017301,34.79700927,84898.13,24497,0.00142,0,0.000409868,845,1592,"1,501,919.00","90,081.00","5,537.00","148,057.00","17,370.00","150,528.00",178.14,"57,396.00","3,066.00",0.0035,0.093,0.0109,0.0946,0.0361,0.0019,0.0037,0.0986,0.0116,0.1002,0.0382,0.002
VA1958,1958,47-2,47,VA,0.003475731,5.541559594,17.9350173,0.715017301,4.024648278,39995.61,104455,0.000039,1,0.000100627,"3,914.00",6871,"6,788,745.00","82,255.00","9,384.00","491,283.00","88,997.00","573,481.00",146.52,"127,388.00","-72,814.00",0.0014,0.0715,0.013,0.0835,0.0185,-0.0106,0.0014,0.0724,0.0131,0.0845,0.0188,-0.0107
VT1958,1958,46-2,46,VT,0,0.002958913,17.9350173,0.715017301,0.002115674,9614.43,7935,0,0,2.20E-07,380,654,"647,565.00","6,435.00","1,300.00","68,428.00","11,465.00","79,097.00",208.15,"15,425.00","-9,369.00",0.002,0.1046,0.0175,0.1209,0.0236,-0.0143,0.002,0.1057,0.0177,0.1221,0.0238,-0.0145
WA1958,1958,48-2,48,WA,0.004679132,2.557056071,17.9350173,0.715017301,1.912259646,67620.68,83877,0.000023,1,2.83E-05,"2,773.00",6271,"6,258,430.00","12,570.00","13,944.00","676,415.00",0,"714,660.00",257.72,"209,631.00","-24,301.00",0.0022,0.1079,0,0.114,0.0334,-0.0039,0.0022,0.1081,0,0.1142,0.0335,-0.0039
WI1958,1958,50-2,50,WI,0.230204396,2.624349402,17.9350173,0.715017301,6.00517505,56103.98,74211,0.000081,1,0.000107037,"3,843.00",7940,"7,917,039.00","22,961.00","10,836.00","546,070.00","168,248.00","548,366.00",142.69,"114,516.00","8,540.00",0.0014,0.0688,0.0212,0.0691,0.0144,0.0011,0.0014,0.069,0.0213,0.0693,0.0145,0.0011
WV1958,1958,49-2,49,WV,0.006533298,8.93232499,17.9350173,0.715017301,6.503941719,24229.88,20937,0.000311,0,0.000268426,"1,845.00",2920,"2,518,484.00","401,516.00","2,779.00","294,014.00",0,"322,199.00",174.63,"85,862.00","-25,406.00",0.001,0.1007,0,0.1103,0.0294,-0.0087,0.0011,0.1167,0,0.1279,0.0341,-0.0101
WY1958,1958,51-2,51,WY,0.717686052,84.95068229,17.9350173,0.715017301,73.61291932,97813.89,7359,0.010003,1,0.000752581,315,686,"627,404.00","58,596.00","7,945.00","90,804.00",0,"95,552.00",303.34,"21,073.00","3,197.00",0.0116,0.1324,0,0.1393,0.0307,0.0047,0.0127,0.1447,0,0.1523,0.0336,0.0051
AK1959,1959,2-Feb,2,AK,#N/A,#N/A,17.16082474,0.769278351,#N/A,581369.17,9776,#N/A,1,#N/A,224,593,"581,601.00","11,399.00","3,010.00","47,014.00","9,537.00","50,122.00",223.76,"21,903.00",-98,0.0051,0.0793,0.0161,0.0845,0.0369,-0.0002,0.0052,0.0808,0.0164,0.0862,0.0377,-0.0002
AL1959,1959,2-Jan,1,AL,0.238838267,29.12893078,17.16082474,0.769278351,26.50691747,51649.05,51730,0.000512,0,0.000513212,"3,204.00",4832,"4,761,161.00","70,839.00","6,077.00","479,176.00","32,150.00","488,987.00",152.62,"143,450.00","-3,734.00",0.0013,0.0992,0.0067,0.1012,0.0297,-0.0008,0.0013,0.1006,0.0068,0.1027,0.0301,-0.0008
AR1959,1959,2-Apr,4,AR,0.206604485,39.71688484,17.16082474,0.769278351,34.09884301,53178.77,29190,0.001168,0,0.000641212,"1,756.00",2469,"2,435,017.00","33,983.00","9,418.00","249,627.00","16,788.00","255,707.00",145.62,"72,396.00","3,338.00",0.0038,0.1011,0.0068,0.1036,0.0293,0.0014,0.0039,0.1025,0.0069,0.105,0.0297,0.0014
AZ1959,1959,2-Mar,3,AZ,0.095178147,0.35512544,17.16082474,0.769278351,1.906525806,113997.77,58999,0.000032,1,1.67E-05,"1,261.00",2492,"2,396,721.00","95,279.00","4,425.00","245,934.00","14,338.00","228,069.00",180.86,"62,734.00","22,290.00",0.0018,0.0987,0.0058,0.0915,0.0252,0.0089,0.0018,0.1026,0.006,0.0952,0.0262,0.0093
CA1959,1959,2-May,5,CA,2.535059622,6.305284246,17.16082474,0.769278351,48.35423255,158144.83,512203,0.000094,0,0.000305759,"15,467.00",42364,"42,120,726.00","243,274.00","145,360.00","3,194,554.00","336,085.00","3,423,299.00",221.33,"1,097,640.00","-83,385.00",0.0034,0.0754,0.0079,0.0808,0.0259,-0.002,0.0035,0.0758,0.008,0.0813,0.0261,-0.002
CO1959,1959,2-Jun,6,CO,0.430213233,47.48585388,17.16082474,0.769278351,43.91265323,104093.95,61663,0.000712,0,0.000421856,"1,710.00",3848,"3,746,605.00","101,395.00","8,925.00","330,190.00","46,962.00","329,326.00",192.59,"82,870.00","9,789.00",0.0023,0.0858,0.0122,0.0856,0.0215,0.0025,0.0024,0.0881,0.0125,0.0879,0.0221,0.0026
CT1959,1959,2-Jul,7,CT,0,0.000664595,17.16082474,0.769278351,0.000511259,4962.77,66947,0,0,1.03E-07,"2,523.00",6840,"6,832,265.00","7,735.00","8,433.00","363,080.00","27,469.00","500,156.00",198.24,"90,320.00","-128,643.00",0.0012,0.0531,0.004,0.0731,0.0132,-0.0188,0.0012,0.0531,0.004,0.0732,0.0132,-0.0188
DE1959,1959,2-Aug,8,DE,0,0,17.16082474,0.769278351,0,1975.78,11589,0,0,0,441,1207,"1,206,170.00",830,"1,658.00","100,945.00","32,213.00","138,038.00",313.01,"62,228.00","-35,435.00",0.0014,0.0836,0.0267,0.1144,0.0516,-0.0294,0.0014,0.0837,0.0267,0.1144,0.0516,-0.0294
FL1959,1959,2-Oct,10,FL,0.361773636,8.548886872,17.16082474,0.769278351,12.78480756,56695.03,210394,0.000061,0,0.000225501,"4,808.00",9621,"9,574,774.00","46,226.00","6,461.00","688,206.00",0,"707,137.00",147.08,"237,742.00","-12,470.00",0.0007,0.0715,0,0.0735,0.0247,-0.0013,0.0007,0.0719,0,0.0739,0.0248,-0.0013
GA1959,1959,2-Nov,11,GA,0.000915037,2.240841564,17.16082474,0.769278351,1.739533696,58808.69,101118,0.000017,0,2.96E-05,"3,868.00",6372,"6,343,277.00","28,723.00","8,505.00","550,173.00","50,487.00","566,789.00",146.53,"193,272.00","-8,111.00",0.0013,0.0863,0.0079,0.0889,0.0303,-0.0013,0.0013,0.0867,0.008,0.0894,0.0305,-0.0013
HI1959,1959,2-Dec,12,HI,#N/A,#N/A,17.16082474,0.769278351,#N/A,6429.38,17927,#N/A,1,#N/A,622,1305,"1,304,443.00",557,"5,316.00","174,294.00","31,461.00","165,943.00",266.79,"46,519.00","13,667.00",0.0041,0.1336,0.0241,0.1272,0.0356,0.0105,0.0041,0.1336,0.0241,0.1272,0.0357,0.0105
IA1959,1959,16-2,16,IA,0.003706627,0.096372294,17.16082474,0.769278351,0.137745891,56272.82,39972,0.000003,1,2.45E-06,"2,729.00",5527,"5,507,584.00","19,416.00","4,786.00","495,457.00","38,651.00","486,297.00",178.2,"96,229.00","13,946.00",0.0009,0.0896,0.007,0.088,0.0174,0.0025,0.0009,0.09,0.007,0.0883,0.0175,0.0025
